date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:20:46	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Jun%202024%2020:20:40%20GMT	https://freshcart.codescandy.com/pages/index.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/index.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:47	200689/200689	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-30ff1%22	https://freshcart.codescandy.com/pages/index-2.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/index-2.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:48	285522/285522	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-45b52%22	https://freshcart.codescandy.com/pages/index-3.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/index-3.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:48	217579/217579	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-351eb%22	https://freshcart.codescandy.com/pages/index-4.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/index-4.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:48	143894/143894	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-23216%22	https://freshcart.codescandy.com/pages/shop-grid.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/shop-grid.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:49	143560/143560	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-230c8%22	https://freshcart.codescandy.com/pages/shop-grid-3-column.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/shop-grid-3-column.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:49	127404/127404	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-1f1ac%22	https://freshcart.codescandy.com/pages/shop-list.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/shop-list.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:49	123849/123849	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-1e3c9%22	https://freshcart.codescandy.com/pages/shop-filter.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/shop-filter.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:50	111572/111572	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-1b3d4%22	https://freshcart.codescandy.com/pages/shop-fullwidth.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/shop-fullwidth.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:50	103758/103758	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-1954e%22	https://freshcart.codescandy.com/pages/shop-single.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/shop-single.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:51	104204/104204	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-1970c%22	https://freshcart.codescandy.com/pages/shop-single-2.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/shop-single-2.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:52	66874/66874	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-1053a%22	https://freshcart.codescandy.com/pages/shop-wishlist.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/shop-wishlist.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:52	70752/70752	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-11460%22	https://freshcart.codescandy.com/pages/shop-cart.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/shop-cart.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:53	113500/113500	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-1bb5c%22	https://freshcart.codescandy.com/pages/shop-checkout.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/shop-checkout.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:53	84868/84868	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-14b84%22	https://freshcart.codescandy.com/pages/store-list.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/store-list.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:55	73264/73264	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-11e30%22	https://freshcart.codescandy.com/pages/store-grid.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/store-grid.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:55	99555/99555	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-184e3%22	https://freshcart.codescandy.com/pages/store-single.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/store-single.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:56	12876/12876	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-324c%22	https://freshcart.codescandy.com/assets/images/banner/menu-banner.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/banner/menu-banner.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:56	70312/70312	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-112a8%22	https://freshcart.codescandy.com/pages/blog.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/blog.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:57	66353/66353	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-10331%22	https://freshcart.codescandy.com/pages/blog-single.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/blog-single.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:57	68843/68843	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-10ceb%22	https://freshcart.codescandy.com/pages/blog-category.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/blog-category.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:57	62225/62225	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-f311%22	https://freshcart.codescandy.com/pages/about.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/about.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:58	3915/3915	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-f4b%22	https://freshcart.codescandy.com/pages/404error.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/404error.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:58	58526/58526	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-e49e%22	https://freshcart.codescandy.com/pages/contact.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/contact.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:59	16743/16743	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-4167%22	https://freshcart.codescandy.com/pages/signin.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/signin.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:20:59	17119/17119	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-42df%22	https://freshcart.codescandy.com/pages/signup.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/signup.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:00	15384/15384	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-3c18%22	https://freshcart.codescandy.com/pages/forgot-password.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/forgot-password.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:00	64242/64242	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-faf2%22	https://freshcart.codescandy.com/pages/account-settings.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/account-settings.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:01	65133/65133	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-fe6d%22	https://freshcart.codescandy.com/pages/account-address.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/account-address.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:02	73321/73321	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-11e69%22	https://freshcart.codescandy.com/pages/account-payment-method.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/account-payment-method.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:02	66749/66749	---MCZ	200	added ('OK')	text/html	etag:W/%2265f28af6-104bd%22	https://freshcart.codescandy.com/pages/account-notification.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/account-notification.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:02	4926/4926	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-133e%22	https://freshcart.codescandy.com/assets/images/products/product-img-1.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/products/product-img-1.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:03	4151/4151	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-1037%22	https://freshcart.codescandy.com/assets/images/products/product-img-2.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/products/product-img-2.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:03	4591/4591	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-11ef%22	https://freshcart.codescandy.com/assets/images/products/product-img-3.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/products/product-img-3.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:04	4593/4593	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-11f1%22	https://freshcart.codescandy.com/assets/images/products/product-img-4.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/products/product-img-4.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:04	5329/5329	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-14d1%22	https://freshcart.codescandy.com/assets/images/products/product-img-5.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/products/product-img-5.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:06	71132/71132	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-115dc%22	https://freshcart.codescandy.com/assets/images/slider/hero-img-slider-1.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/slider/hero-img-slider-1.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:06	40298/40298	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-9d6a%22	https://freshcart.codescandy.com/assets/images/slider/hero-img-slider-2.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/slider/hero-img-slider-2.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:06	31121/31121	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-7991%22	https://freshcart.codescandy.com/assets/images/slider/hero-img-slider-3.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/slider/hero-img-slider-3.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:07	25743/25743	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-648f%22	https://freshcart.codescandy.com/assets/images/avatar/avatar-1.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/avatar/avatar-1.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:07	19979/19979	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-4e0b%22	https://freshcart.codescandy.com/assets/images/category/category-snack-munchies.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/category/category-snack-munchies.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:08	18864/18864	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-49b0%22	https://freshcart.codescandy.com/assets/images/category/category-dairy-bread-eggs.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/category/category-dairy-bread-eggs.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:08	18933/18933	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-49f5%22	https://freshcart.codescandy.com/assets/images/category/category-tea-coffee-drinks.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/category/category-tea-coffee-drinks.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:08	18609/18609	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-48b1%22	https://freshcart.codescandy.com/assets/images/category/category-bakery-biscuits.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/category/category-bakery-biscuits.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:09	18251/18251	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-474b%22	https://freshcart.codescandy.com/assets/images/category/category-atta-rice-dal.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/category/category-atta-rice-dal.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:09	19088/19088	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-4a90%22	https://freshcart.codescandy.com/assets/images/category/category-chicken-meat-fish.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/category/category-chicken-meat-fish.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:10	19620/19620	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-4ca4%22	https://freshcart.codescandy.com/assets/images/category/category-cleaning-essentials.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/category/category-cleaning-essentials.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:10	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Jun%202024%2020:21:03%20GMT	https://freshcart.codescandy.com/pages/pages/shop-single.html	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/pages/pages/shop-single.html	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:10	6725/6725	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-1a45%22	https://freshcart.codescandy.com/assets/images/products/deal-img.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/products/deal-img.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:11	19524/19524	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-4c44%22	https://freshcart.codescandy.com/assets/images/category/category-instant-food.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/category/category-instant-food.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:11	18198/18198	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-4716%22	https://freshcart.codescandy.com/assets/images/category/category-baby-care.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/category/category-baby-care.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:11	19231/19231	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-4b1f%22	https://freshcart.codescandy.com/assets/images/category/category-pet-care.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/category/category-pet-care.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:13	94358/94358	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-17096%22	https://freshcart.codescandy.com/assets/images/blog/blog-img-1.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/blog/blog-img-1.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:13	84569/84569	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-14a59%22	https://freshcart.codescandy.com/assets/images/blog/blog-img-2.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/blog/blog-img-2.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:15	78451/78451	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-13273%22	https://freshcart.codescandy.com/assets/images/blog/blog-img-3.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/blog/blog-img-3.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:16	70444/70444	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-1132c%22	https://freshcart.codescandy.com/assets/images/blog/blog-img-4.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/blog/blog-img-4.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:16	29288/29288	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-7268%22	https://freshcart.codescandy.com/assets/images/banner/modal_img.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/banner/modal_img.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:16	32451/32451	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-7ec3%22	https://freshcart.codescandy.com/assets/images/products/product-single-img-1.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/products/product-single-img-1.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:20	37189/37189	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-9145%22	https://freshcart.codescandy.com/assets/images/products/product-single-img-2.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/products/product-single-img-2.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:20	23362/23362	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-5b42%22	https://freshcart.codescandy.com/assets/images/products/product-single-img-3.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/products/product-single-img-3.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:20	28063/28063	---M--	200	added ('OK')	image/jpeg	etag:%2265f28af6-6d9f%22	https://freshcart.codescandy.com/assets/images/products/product-single-img-4.jpg	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/images/products/product-single-img-4.jpg	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:21	80663/80663	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-13b17%22	https://freshcart.codescandy.com/assets/libs/bootstrap/dist/js/bootstrap.bundle.min.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/libs/bootstrap/dist/js/bootstrap.bundle.min.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:22	27057/27057	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-69b1%22	https://freshcart.codescandy.com/assets/libs/simplebar/dist/simplebar.min.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/libs/simplebar/dist/simplebar.min.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:22	3730/3730	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-e92%22	https://freshcart.codescandy.com/assets/js/theme.min.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/js/theme.min.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:23	86195/86195	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-150b3%22	https://freshcart.codescandy.com/assets/js/vendors/jquery.min.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/js/vendors/jquery.min.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:24	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-a76f%22	https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick.min.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick.min.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:24	3983/3983	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-f8f%22	https://freshcart.codescandy.com/assets/js/vendors/slick-slider.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/js/vendors/slick-slider.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:25	31966/31966	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-7cde%22	https://freshcart.codescandy.com/assets/libs/tiny-slider/dist/min/tiny-slider.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/libs/tiny-slider/dist/min/tiny-slider.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:27	571/571	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-23b%22	https://freshcart.codescandy.com/assets/js/vendors/tns-slider.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/js/vendors/tns-slider.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:27	229/229	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-e5%22	https://freshcart.codescandy.com/assets/js/vendors/zoom.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/js/vendors/zoom.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:28	909/909	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-38d%22	https://freshcart.codescandy.com/assets/js/vendors/countdown.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/js/vendors/countdown.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:28	10609/10609	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-2971%22	https://freshcart.codescandy.com/assets/libs/sticky-sidebar/dist/sticky-sidebar.min.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/libs/sticky-sidebar/dist/sticky-sidebar.min.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:29	186/186	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-ba%22	https://freshcart.codescandy.com/assets/js/vendors/sticky.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/js/vendors/sticky.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:30	143/143	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265f28af6-8f%22	https://freshcart.codescandy.com/assets/js/vendors/modal.js	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/js/vendors/modal.js	(from https://freshcart.codescandy.com/pages/index-5.html)
13:21:30	4178/4178	---M--	200	added ('OK')	image/gif	etag:%2265f28af6-1052%22	https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/ajax-loader.gif	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/libs/slick-carousel/slick/ajax-loader.gif	(from https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick-theme.css)
13:21:31	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-6139828eacfd3%22	https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slick.eot	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slick.eot	(from https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick-theme.css)
13:21:32	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-6139828eacfd3%22	https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slick.eot?	C:/Users/Tahir-PC/Desktop/freshcart/freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slickd41d.eot	(from https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick-theme.css)
